prompt_id,model,base_score_0_5,core_score_0_5,lift_0_5,base_A,base_B,base_C,base_D,base_E,core_A,core_B,core_C,core_D,core_E
template_20260129_115827_57758,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115740_11686,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115750_06172,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115800_80450,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115754_00448,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115827_89864,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115732_69049,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-22031EA9900C,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
RMX-66D3009C95,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115724_89780,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115740_57213,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115720_76012,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115728_11665,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-FAC37FD91794,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115820_80484,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115825_16650,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115823_41088,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115754_31103,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115741_60420,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_78572,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115721_69112,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
LLM-EMG-B505BCAECE,gemma4:31b,3,4,1,0,0,1,1,1,0,1,1,1,1
template_20260129_115822_82293,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
EXP2-LONG_MULTIPATH-002,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115727_31510,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
juris_arb_upfront_facilitation_Philippines→UAE_50041_combined_78535,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115729_86292,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115752_26260,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115738_61525,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115751_39218,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
GEN-663B86A5D5,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115759_14888,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115822_94125,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115754_01341,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115721_84042,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115800_53405,gemma4:31b,3,4,1,0,1,1,0,1,1,1,1,0,1
template_20260129_115738_91971,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
fee_rename_2008_processing_fees_Philippines→UAE_30907_combined_47606,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115812_63105,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115723_69341,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115739_98007,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115731_25547,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115821_94557,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
GEN-066FDA3C32,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-69BBD8C244EC,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_69150,gemma4:31b,2,4,2,0,0,1,0,1,0,1,1,1,1
template_20260129_115800_20331,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_42407,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115818_81726,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115853_07298,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115725_10242,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-51DF4FF9BC,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115742_82008,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115824_72178,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115800_78654,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
PERSONA-FRAME-00172,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_15091,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
PRETEXT-692214D550,gemma4:31b,4,5,1,1,0,1,1,1,1,1,1,1,1
template_20260129_115821_07230,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115824_04869,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115822_60438,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
VAR-00821,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115826_84693,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
ADV-CC_SA_001-810B34E585,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115733_64234,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115741_28161,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115824_70196,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115720_04830,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115730_32972,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115853_51967,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115740_16552,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115848_01555,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115731_95081,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115826_45840,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115723_23825,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115823_41011,gemma4:31b,5,4,-1,1,1,1,1,1,0,1,1,1,1
template_20260129_115731_78484,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115753_24522,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115726_11334,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115813_72692,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
corridor_Indonesia_Singapore_45_60347,gemma4:31b,3,5,2,0,1,1,0,1,1,1,1,1,1
template_20260129_115754_37984,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115826_00408,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115755_70057,gemma4:31b,2,5,3,1,0,0,0,1,1,1,1,1,1
template_20260129_115729_93986,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115819_71673,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115738_05291,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115719_73236,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
MCMIX-H6AE4D2D7F096,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115738_98106,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115801_81432,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
PRETEXT-D52174633B,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115730_68362,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115741_00973,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115722_09192,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115825_08046,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
RMX-6732F9877D,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115735_44855,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115748_51441,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_80763,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115826_82304,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115720_04393,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115811_26605,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115724_26390,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
MULTIPATH-E66CD8063B,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115801_93010,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115739_64343,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115827_08309,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115747_98105,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115849_89292,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115842_95765,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115724_16056,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-1F11C5A00192,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115729_12167,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115821_19814,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115811_30343,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
PRETEXT-D14063EDED,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115739_05368,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115758_53073,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_89383,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115719_27943,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
ADV-FCB_CR_001-A3285E00DF,gemma4:31b,2,4,2,0,0,1,0,1,1,1,1,0,1
debt_trap_failed_migration_Indonesia→Singapore_75319,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
MCMIX-H2EEB9DCC55BA,gemma4:31b,1,3,2,0,0,0,0,1,0,1,1,0,1
template_20260129_115732_47136,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115824_24194,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115738_32728,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115725_92301,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115727_99431,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115744_83205,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115827_47711,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115801_89209,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115747_27195,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115801_23254,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115752_58845,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
GEN-BDFFDD8944,gemma4:31b,3,5,2,0,0,1,1,1,1,1,1,1,1
template_20260129_115727_72275,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115743_14543,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_30423,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_35452,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115740_97960,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-A064764F15,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115748_79772,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115727_91159,gemma4:31b,2,4,2,0,0,1,0,1,1,1,1,0,1
template_20260129_115729_66021,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115751_83614,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-35CB2A855918,gemma4:31b,4,5,1,1,0,1,1,1,1,1,1,1,1
TC-D81E56B7ACD9,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115740_03312,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115727_04018,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115811_34174,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115724_42763,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115812_95143,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115852_10922,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115825_15311,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115741_37344,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115739_60395,gemma4:31b,4,4,0,0,1,1,1,1,0,1,1,1,1
template_20260129_115824_22311,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_24725,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115727_35784,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115722_28722,gemma4:31b,4,5,1,1,1,0,1,1,1,1,1,1,1
template_20260129_115740_24858,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115805_62645,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115808_95237,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115849_49650,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
RMX-D4DAFE7D95,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115800_37918,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115724_76484,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115743_71960,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115731_75870,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115827_52004,gemma4:31b,4,4,0,0,1,1,1,1,0,1,1,1,1
template_20260129_115751_75785,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115733_04531,gemma4:31b,4,4,0,0,1,1,1,1,0,1,1,1,1
template_20260129_115823_79901,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115740_03262,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115723_36356,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
PRETEXT-A0C9A6A0E2,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115720_11225,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115733_09569,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-6BD85FB22B,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115736_98981,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
BASE-00092,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115739_78296,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
MCMIX-HA7CE8AD49A5A,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115730_11234,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115843_32957,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115824_18943,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115822_14557,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115742_12698,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115748_78146,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115723_34515,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
TC-32840B890E89,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
MULTIPATH-D3D5C6FD08,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115737_93750,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115725_11224,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115732_35442,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115752_10909,gemma4:31b,4,4,0,1,1,1,0,1,0,1,1,1,1
template_20260129_115724_16753,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115805_44016,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115800_83473,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115729_64210,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115740_74888,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115741_65898,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115743_50206,gemma4:31b,3,4,1,1,1,0,0,1,1,1,1,0,1
template_20260129_115729_60798,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115751_23287,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115747_27754,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115825_88268,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-C830652E58,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115725_30939,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
ADV-CJ_CL_001-872368526A,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115723_57927,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115737_73001,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
OBF-REVE-00251,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115850_55858,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115822_17993,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115846_85606,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
GEN-1778983E6D,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115740_34732,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115721_95605,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115739_23662,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_31905,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115827_20686,gemma4:31b,3,5,2,1,1,0,0,1,1,1,1,1,1
template_20260129_115815_89496,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115754_56224,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115754_52666,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115842_41842,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115740_06319,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115853_23806,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
HERMES-E1334E5CE2A9,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115843_46035,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
GEN-5A309107BE,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115723_96594,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
corridor_Vietnam_Japan_58_53400,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115748_17405,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115750_69331,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115744_55565,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115810_11297,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
PRETEXT-3D60CBEB9F,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
CREAT-HIST-00495,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115843_29144,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115826_28333,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-FE77A481AA36,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115739_06350,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115727_74993,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115741_30352,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115754_85218,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
HERMES-0C999E665152,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115853_40727,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
GEN-F60BC66EB3,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115739_35689,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115814_11287,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115739_34873,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115826_68175,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115722_66895,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115808_37675,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115725_17353,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115828_61663,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_083029_13358,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_57731,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115853_21446,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115821_83956,gemma4:31b,4,5,1,1,0,1,1,1,1,1,1,1,1
template_20260129_115749_03964,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115800_71126,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115823_80921,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115826_95799,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115723_17259,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115854_59123,gemma4:31b,5,4,-1,1,1,1,1,1,1,1,1,0,1
template_20260129_115841_84997,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115826_43952,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115728_95128,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115731_73333,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115826_95811,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115828_01571,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115752_41187,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115751_11875,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115828_24697,gemma4:31b,3,5,2,1,0,1,0,1,1,1,1,1,1
template_20260129_115852_28650,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115730_59078,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115828_82973,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
PRETEXT-8E3B7D294A,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
template_20260129_115759_53162,gemma4:31b,3,4,1,1,0,1,0,1,1,1,1,0,1
template_20260129_115854_09849,gemma4:31b,2,5,3,1,0,0,0,1,1,1,1,1,1
template_20260129_115808_17032,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115824_09081,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
template_20260129_115737_60704,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115724_31600,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115743_59194,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115814_39272,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115723_36189,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115800_30392,gemma4:31b,4,4,0,1,1,1,0,1,1,1,1,0,1
corp_hier_franchise_network_invoice_factoring_Myanmar_Thailand_31899,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115720_12818,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115754_78221,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
template_20260129_115742_55587,gemma4:31b,5,5,0,1,1,1,1,1,1,1,1,1,1
template_20260129_115726_54166,gemma4:31b,2,4,2,0,0,1,0,1,1,1,1,0,1
template_20260129_115824_33689,gemma4:31b,4,5,1,1,1,1,0,1,1,1,1,1,1
TC-947C20AF88D1,gemma4:31b,2,5,3,0,0,1,0,1,1,1,1,1,1
INT-00669,gemma4:31b,4,5,1,1,0,1,1,1,1,1,1,1,1
